ZONA, NUMERACION_INICIAL, NUMERACION_FINAL, OCUPACION, MODALIDAD, RAZON_SOCIAL, FECHA_ASIGNACION
2,2881600000,2881609999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2881610000,2881619999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2881620000,2881629999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2881630000,2881639999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2881640000,2881649999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2881650000,2881659999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757553700,7757553951,252,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
2,2881660000,2881669999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2881670000,2881679999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2881680000,2881689999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2881690000,2881694999,5000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9875936000,9875939999,4000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9878731000,9878735999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9871540000,9871545999,6000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7353410000,7353419999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7353420000,7353429999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7353430000,7353439999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757553952,7757554999,1048,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",29/07/1998,
7,7353440000,7353449999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7353450000,7353459999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7353460000,7353469999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7353470000,7353479999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7353490000,7353499999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
6,6646248000,6646248599,600,FIJO,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",31/12/1995,
7,7353600000,7353609999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7353610000,7353619999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7353620000,7353629999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7353630000,7353639999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7353640000,7353649999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757546000,7757547499,1500,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",29/07/1998,
7,7353650000,7353654999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7776331000,7776339999,9000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7776410000,7776419999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7776420000,7776429999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7776430000,7776435999,6000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7776436000,7776439999,4000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7776440000,7776449999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7776450000,7776459999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7776460000,7776469999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757555000,7757555199,200,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
7,7776470000,7776479999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7776480000,7776489999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7776490000,7776499999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7776500000,7776509999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7776510000,7776519999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7776520000,7776529999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7776530000,7776535999,6000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
6,6675340000,6675349999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4181666000,4181669999,4000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4181690000,4181699999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4181700000,4181700999,1000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757557024,7757557999,976,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
4,4181701000,4181709999,9000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4181710000,4181719999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4181720000,4181720999,1000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9341470000,9341479999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9341480000,9341489999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9341490000,9341499999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9341500000,9341509999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9341510000,9341519999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9341520000,9341529999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9341530000,9341539999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757555200,7757555487,288,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
9,9341540000,9341549999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9341550000,9341559999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9341560000,9341569999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9341570000,9341574999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4759543000,4759543999,1000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4751220000,4751221999,2000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4411915000,4411919999,5000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4411920000,4411929999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4411930000,4411939999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4411940000,4411949999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757556000,7757557023,1024,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
4,4411950000,4411959999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4411960000,4411969999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4411970000,4411979999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4411990000,4411999999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4412000000,4412009999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4412010000,4412019999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4412020000,4412024999,5000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4931800000,4931809999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4931810000,4931814999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4931815000,4931819999,5000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757555488,7757555999,512,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",09/11/1999,
4,4931820000,4931829999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4931830000,4931839999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4931840000,4931849999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4931850000,4931859999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4931860000,4931869999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4931870000,4931874999,5000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3327385000,3327389999,5000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3328420000,3328429999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3328430000,3328439999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3328440000,3328449999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757558000,7757558999,1000,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
3,3328450000,3328459999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3328460000,3328469999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3328470000,3328479999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3328480000,3328489999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3328490000,3328499999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3328500000,3328509999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3328510000,3328514999,5000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3328515000,3328519999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3328520000,3328529999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3328530000,3328539999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757559000,7757559999,1000,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",04/02/2000,
3,3328540000,3328549999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3328550000,3328559999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3328560000,3328569999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3328570000,3328574999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
6,6872080000,6872084999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9531939000,9531939999,1000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9532000000,9532009999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9532010000,9532019999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9532020000,9532029999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9532030000,9532033999,4000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757560000,7757567999,8000,CPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",31/12/1995,
9,9532034000,9532039999,6000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9532040000,9532049999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9532050000,9532059999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9532060000,9532069999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9532070000,9532079999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9532080000,9532083999,4000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2213850000,2213859999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2213860000,2213869999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2213870000,2213879999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2213880000,2213889999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757569000,7757569999,1000,MPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",31/12/1995,
2,2213890000,2213899999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2213900000,2213909999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2213910000,2213919999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2213920000,2213929999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2213930000,2213939999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
6,6646248600,6646249999,1400,FIJO,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",27/09/2000,
2,2213940000,2213949999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7155933000,7155939999,7000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7151790000,7151799999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7151800000,7151809999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7151810000,7151819999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757568000,7757568999,1000,MPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",11/02/1999,
7,7151820000,7151822999,3000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7151823000,7151829999,7000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7151830000,7151837999,8000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2471557000,2471559999,3000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2471570000,2471579999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2471580000,2471589999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2471590000,2471599999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2471600000,2471609999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2471610000,2471619999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2471620000,2471629999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757570000,7757579999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",20/08/1998,
2,2471630000,2471639999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2471640000,2471649999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2471650000,2471659999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2471660000,2471666999,7000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7761450000,7761459999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7761460000,7761469999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7761470000,7761479999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7761480000,7761489999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7761490000,7761499999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7761500000,7761509999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757582000,7757589999,8000,CPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",11/02/1999,
2,2271229000,2271229999,1000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2271310000,2271319999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2271320000,2271328999,9000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7331731000,7331739999,9000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7331800000,7331809999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7331810000,7331819999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7331820000,7331829999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7331830000,7331839999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7331840000,7331840999,1000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4623200000,4623209999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757590000,7757599999,10000,CPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",26/04/1999,
4,4623210000,4623219999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4623220000,4623229999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4623230000,4623239999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4623240000,4623249999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4623250000,4623259999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4623260000,4623269999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4623270000,4623279999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4623280000,4623289999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4623290000,4623299999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4311180000,4311181999,2000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757600000,7757604999,5000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",02/12/1999,
4,4949466000,4949467999,2000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4941260000,4941269999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4941270000,4941272999,3000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4941273000,4941279999,7000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4941280000,4941282999,3000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7341710000,7341710999,1000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7341711000,7341715999,5000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2961308000,2961309999,2000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2961340000,2961349999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2961350000,2961359999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757605000,7757607999,3000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",27/03/2000,
2,2961360000,2961369999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2961370000,2961379999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2961380000,2961389999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2961390000,2961397999,8000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2961398000,2961399999,2000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2961400000,2961409999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2961410000,2961419999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2961420000,2961429999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2961430000,2961432999,3000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9712283000,9712289999,7000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757608000,7757609999,2000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",01/10/2001,
9,9712370000,9712379999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9712380000,9712389999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9712390000,9712399999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9712400000,9712409999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9712410000,9712419999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9712420000,9712429999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9712430000,9712439999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9712440000,9712449999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9712450000,9712459999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9712460000,9712462999,3000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757617000,7757617255,256,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",27/09/2000,
4,4741640000,4741649999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4741650000,4741659999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4741660000,4741669999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4741670000,4741679999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4741680000,4741689999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
